Time,Acceleration
33.7,-0.0057
33.71,-0.0068
33.72,-0.0078
33.73,-0.008
33.74,-0.0065
33.75,-0.0043
33.76,-0.0023
33.77,-0.0007
33.78,0.0002
33.79,0.0003
33.8,-0.0008
33.81,-0.0025
33.82,-0.0036
33.83,-0.0034
33.84,-0.0024
33.85,-0.0013
33.86,-0.0011
33.87,-0.0012
33.88,-0.0012
33.89,-0.0022
33.9,-0.0036
33.91,-0.0053
33.92,-0.0061
33.93,-0.0059
33.94,-0.005
33.95,-0.0036
33.96,-0.0024
33.97,-0.002
33.98,-0.002
33.99,-0.0021
34,-0.0019
34.01,-0.001
34.02,0
34.03,0.0007
34.04,0.0011
34.05,0.0011
34.06,0.002
34.07,0.0029
34.08,0.005
34.09,0.007
34.1,0.0081
34.11,0.0082
34.12,0.0072
34.13,0.0053
34.14,0.0023
34.15,-0.0003
34.16,-0.002
34.17,-0.0029
34.18,-0.0028
34.19,-0.002
34.2,0.0002
34.21,0.0036
34.22,0.0078
34.23,0.0111
34.24,0.013
34.25,0.0139
34.26,0.0143
34.27,0.0153
34.28,0.0172
34.29,0.0195
34.3,0.0213
34.31,0.022
34.32,0.0222
34.33,0.0211
34.34,0.0192
34.35,0.0171
34.36,0.015
34.37,0.0135
34.38,0.0127
34.39,0.0127
34.4,0.0131
34.41,0.0133
34.42,0.0134
34.43,0.0136
34.44,0.0138
34.45,0.0142
34.46,0.0134
34.47,0.012
34.48,0.0106
34.49,0.0098
34.5,0.0097
34.51,0.01
34.52,0.0102
34.53,0.0102
34.54,0.01
34.55,0.0096
34.56,0.009
34.57,0.008
34.58,0.007
34.59,0.0062
34.6,0.0051
34.61,0.0044
34.62,0.0036
34.63,0.0027
34.64,0.0019
34.65,0.0011
34.66,0.0003
34.67,-0.0008
34.68,-0.003
34.69,-0.0056
34.7,-0.0074
34.71,-0.0089
34.72,-0.0095
34.73,-0.0096
34.74,-0.01
34.75,-0.0105
34.76,-0.0105
34.77,-0.0101
34.78,-0.0096
34.79,-0.0092
34.8,-0.0089
34.81,-0.0085
34.82,-0.0081
34.83,-0.0082
34.84,-0.009
34.85,-0.01
34.86,-0.0115
34.87,-0.0125
34.88,-0.0126
34.89,-0.0132
34.9,-0.0135
34.91,-0.0137
34.92,-0.0138
34.93,-0.0138
34.94,-0.014
34.95,-0.0145
34.96,-0.0149
34.97,-0.0154
34.98,-0.0149
34.99,-0.0142
35,-0.0138
35.01,-0.0143
35.02,-0.0151
35.03,-0.0163
35.04,-0.018
35.05,-0.0198
35.06,-0.0224
35.07,-0.025
35.08,-0.0278
35.09,-0.0289
35.1,-0.0285
35.11,-0.0265
35.12,-0.0238
35.13,-0.0205
35.14,-0.0173
35.15,-0.0143
35.16,-0.012
35.17,-0.0098
35.18,-0.0083
35.19,-0.0071
35.2,-0.0065
35.21,-0.0062
35.22,-0.0061
35.23,-0.0062
35.24,-0.0058
35.25,-0.0055
35.26,-0.0052
35.27,-0.0052
35.28,-0.0044
35.29,-0.0029
35.3,-0.0012
35.31,0.0002
35.32,0.001
35.33,0.0013
35.34,0.0015
35.35,0.0014
35.36,0.0018
35.37,0.0029
35.38,0.0037
35.39,0.0033
35.4,0.0027
35.41,0.0022
35.42,0.0024
35.43,0.0028
35.44,0.0038
35.45,0.0047
35.46,0.0049
35.47,0.0046
35.48,0.0042
35.49,0.0039
35.5,0.0044
35.51,0.0054
35.52,0.0067
35.53,0.0077
35.54,0.0091
35.55,0.0106
35.56,0.0121
35.57,0.0138
35.58,0.0155
35.59,0.017
35.6,0.0177
35.61,0.0175
35.62,0.0169
35.63,0.0174
35.64,0.0177
35.65,0.0182
35.66,0.0188
35.67,0.0197
35.68,0.0195
35.69,0.0191
35.7,0.0186
35.71,0.0178
35.72,0.017
35.73,0.0161
35.74,0.0153
35.75,0.0145
35.76,0.013
35.77,0.0106
35.78,0.0086
35.79,0.0075
35.8,0.0076
35.81,0.0076
35.82,0.0076
35.83,0.0082
35.84,0.009
35.85,0.0099
35.86,0.0107
35.87,0.0108
35.88,0.0108
35.89,0.0101
35.9,0.0097
35.91,0.0087
35.92,0.0079
35.93,0.0081
35.94,0.0086
35.95,0.0091
35.96,0.0094
35.97,0.0092
35.98,0.0093
35.99,0.009
36,0.0088
36.01,0.008
36.02,0.0068
36.03,0.0059
36.04,0.0046
36.05,0.0034
36.06,0.0019
36.07,0.0003
36.08,-0.0016
36.09,-0.003
36.1,-0.0031
36.11,-0.0027
36.12,-0.0015
36.13,-0.0002
36.14,0.0002
36.15,-0.0005
36.16,-0.0021
36.17,-0.0039
36.18,-0.0048
36.19,-0.0049
36.2,-0.0056
36.21,-0.0063
36.22,-0.0067
36.23,-0.007
36.24,-0.0081
36.25,-0.0092
36.26,-0.0105
36.27,-0.0118
36.28,-0.013
36.29,-0.0141
36.3,-0.0153
36.31,-0.0164
36.32,-0.0171
36.33,-0.0163
36.34,-0.0153
36.35,-0.0139
36.36,-0.0127
36.37,-0.0115
36.38,-0.0109
36.39,-0.0107
36.4,-0.0112
36.41,-0.0112
36.42,-0.0112
36.43,-0.011
36.44,-0.0106
36.45,-0.0102
36.46,-0.0107
36.47,-0.0108
36.48,-0.0099
36.49,-0.0085
36.5,-0.0076
36.51,-0.0078
36.52,-0.0087
36.53,-0.0104
36.54,-0.0121
36.55,-0.0133
36.56,-0.0126
36.57,-0.0106
36.58,-0.008
36.59,-0.006
36.6,-0.0054
36.61,-0.0065
36.62,-0.0087
36.63,-0.0113
36.64,-0.013
36.65,-0.0133
36.66,-0.0126
36.67,-0.0112
36.68,-0.0095
36.69,-0.0071
36.7,-0.0046
36.71,-0.0019
36.72,-0.0004
36.73,-0.0003
36.74,-0.001
36.75,-0.0015
36.76,-0.0015
36.77,-0.0017
36.78,-0.0024
36.79,-0.0024
36.8,-0.0017
36.81,-0.0009
36.82,0.0011
36.83,0.0035
36.84,0.0062
36.85,0.0089
36.86,0.0103
36.87,0.0107
36.88,0.0094
36.89,0.0081
36.9,0.0071
36.91,0.0066
36.92,0.0061
36.93,0.0054
36.94,0.0047
36.95,0.0037
36.96,0.0032
36.97,0.0036
36.98,0.0044
36.99,0.0051
37,0.0054
37.01,0.0059
37.02,0.007
37.03,0.0084
37.04,0.0095
37.05,0.0099
37.06,0.0102
37.07,0.0113
37.08,0.0128
37.09,0.0145
37.1,0.0157
37.11,0.0162
37.12,0.0157
37.13,0.0145
37.14,0.0127
37.15,0.0115
37.16,0.0102
37.17,0.0084
37.18,0.0067
37.19,0.0048
37.2,0.0031
37.21,0.0016
37.22,0.0007
37.23,0.0003
37.24,0.0003
37.25,0.0004
37.26,0.0007
37.27,0.0012
37.28,0.0015
37.29,0.002
37.3,0.0025
37.31,0.0034
37.32,0.004
37.33,0.0044
37.34,0.0041
37.35,0.0028
37.36,0.002
37.37,0.0011
37.38,-0.0001
37.39,-0.0014
37.4,-0.0025
37.41,-0.0029
37.42,-0.0026
37.43,-0.0026
37.44,-0.003
37.45,-0.004
37.46,-0.0043
37.47,-0.0043
37.48,-0.0041
37.49,-0.0035
37.5,-0.0031
37.51,-0.0023
37.52,-0.0014
37.53,-0.0007
37.54,-0.0006
37.55,-0.0006
37.56,-0.0007
37.57,-0.001
37.58,-0.0009
37.59,-0.0003
37.6,0.0003
37.61,0.001
37.62,0.0017
37.63,0.0024
37.64,0.0018
37.65,0.0002
37.66,-0.0016
37.67,-0.0037
37.68,-0.0055
37.69,-0.0061
37.7,-0.0057
37.71,-0.0047
37.72,-0.0033
37.73,-0.0009
37.74,0.0019
37.75,0.0043
37.76,0.0059
37.77,0.0069
37.78,0.0067
37.79,0.0059
37.8,0.005
37.81,0.0035
37.82,0.0021
37.83,0.0009
37.84,0.0003
37.85,0.0003
37.86,0.0007
37.87,0.0007
37.88,0.0006
37.89,0.0007
37.9,0.0012
37.91,0.0014
37.92,0.0012
37.93,0.0004
37.94,-0.0005
37.95,-0.002
37.96,-0.004
37.97,-0.0055
37.98,-0.0057
37.99,-0.0049
38,-0.0036
38.01,-0.0022
38.02,-0.0015
38.03,-0.0015
38.04,-0.0023
38.05,-0.0035
38.06,-0.0043
38.07,-0.0048
38.08,-0.0049
38.09,-0.0048
38.1,-0.0044
38.11,-0.0034
38.12,-0.0027
38.13,-0.0021
38.14,-0.0019
38.15,-0.0018
38.16,-0.0023
38.17,-0.0033
38.18,-0.0039
38.19,-0.0045
38.2,-0.0047
38.21,-0.0042
38.22,-0.0031
38.23,-0.0017
38.24,-0.0003
38.25,0.0012
38.26,0.0029
38.27,0.0043
38.28,0.0051
38.29,0.0052
38.3,0.0047
38.31,0.0039
38.32,0.003
38.33,0.0022
38.34,0.0014
38.35,0.0009
38.36,0.0005
38.37,0.0001
38.38,-0.0004
38.39,-0.0013
38.4,-0.0019
38.41,-0.0021
38.42,-0.0022
38.43,-0.0027
38.44,-0.0029
38.45,-0.003
38.46,-0.0029
38.47,-0.0026
38.48,-0.0021
38.49,-0.0013
38.5,-0.0007
38.51,-0.0005
38.52,-0.0012
38.53,-0.0022
38.54,-0.0033
38.55,-0.0044
38.56,-0.0051
38.57,-0.0059
38.58,-0.0064
38.59,-0.0061
38.6,-0.005
38.61,-0.0036
38.62,-0.0026
38.63,-0.0017
38.64,-0.001
38.65,-0.0005
38.66,-0.0006
38.67,-0.0009
38.68,-0.0015
38.69,-0.0019
38.7,-0.0021
38.71,-0.0021
38.72,-0.0019
38.73,-0.0014
38.74,-0.0012
38.75,-0.0011
38.76,-0.0015
38.77,-0.0019
38.78,-0.002
38.79,-0.0016
38.8,-0.0009
38.81,-0.0004
38.82,-0.0003
38.83,-0.0002
38.84,-0.0003
38.85,-0.0002
38.86,0.0004
38.87,0.0011
38.88,0.0018
38.89,0.0025
38.9,0.003
38.91,0.0031
38.92,0.0031
38.93,0.0031
38.94,0.003
38.95,0.003
38.96,0.0033
38.97,0.0039
38.98,0.0046
38.99,0.0051
39,0.0055
39.01,0.0055
39.02,0.0051
39.03,0.0043
39.04,0.0034
39.05,0.0026
39.06,0.0018
39.07,0.0013
39.08,0.0009
39.09,0.0009
39.1,0.0015
39.11,0.0025
39.12,0.0036
39.13,0.0041
39.14,0.0042
39.15,0.0041
39.16,0.004
39.17,0.0037
39.18,0.0035
39.19,0.0033
39.2,0.0028
39.21,0.0023
39.22,0.0019
39.23,0.0016
39.24,0.0013
39.25,0.0006
39.26,0
39.27,-0.0006
39.28,-0.0012
39.29,-0.0017
39.3,-0.0019
39.31,-0.0019
39.32,-0.0014
39.33,-0.0009
39.34,-0.0002
39.35,0.0005
39.36,0.0009
39.37,0.0011
39.38,0.0009
39.39,0.0006
39.4,-0.0001
39.41,-0.0009
39.42,-0.0014
39.43,-0.0016
39.44,-0.0017
39.45,-0.0016
39.46,-0.0016
39.47,-0.0016
39.48,-0.0016
39.49,-0.0016
39.5,-0.0016
39.51,-0.0019
39.52,-0.0022
39.53,-0.0025
39.54,-0.0027
39.55,-0.0028
39.56,-0.0026
39.57,-0.0024
39.58,-0.0021
39.59,-0.0018
39.6,-0.0014
39.61,-0.0011
39.62,-0.0009
39.63,-0.0006
39.64,-0.0003
39.65,-0.0001
39.66,0
39.67,0.0001
39.68,0.0001
39.69,0.0001
39.7,0.0001
39.71,0.0001
39.72,0.0001
39.73,0.0002
39.74,0.0003
39.75,0.0004
39.76,0.0006
39.77,0.0007
39.78,0.0007
39.79,0.0006
39.8,0.0005
39.81,0.0004
39.82,0.0004
39.83,0.0004
39.84,0.0005
39.85,0.0005
39.86,0.0004
39.87,0.0004
39.88,0.0003
39.89,0.0004
39.9,0.0004
39.91,0.0004
39.92,0.0004
39.93,0.0003
39.94,0.0003
39.95,0.0002
39.96,0.0001
39.97,0.0001
39.98,0.0001
39.99,0.0001
40,0.0001
40.01,0.0001
40.02,0.0001
40.03,0.0001
40.04,0.0001
40.05,0.0001
40.06,0.0001
40.07,0.0002
40.08,0.0002
40.09,0.0002
40.1,0.0002
40.11,0.0001
40.12,0.0001
40.13,0.0001
40.14,0.0001
40.15,0.0001
40.16,0
40.17,0
40.18,0
40.19,0
40.2,0
40.21,0
40.22,-0.0001
40.23,-0.0001
40.24,-0.0001
40.25,-0.0001
40.26,-0.0001
40.27,-0.0001
40.28,-0.0001
40.29,0
40.3,0
40.31,0
40.32,0
40.33,0
40.34,0
40.35,0
40.36,0
40.37,0.0001
40.38,0.0001
40.39,0.0001
40.4,0.0001
40.41,0.0001
40.42,0
40.43,0
40.44,0
40.45,0
40.46,0
40.47,0
40.48,0
40.49,0
40.5,0
40.51,0
40.52,0
40.53,0
40.54,0
40.55,0
40.56,0
40.57,0
40.58,0
40.59,0
40.6,0
40.61,0
40.62,0
40.63,0
40.64,0
40.65,0
40.66,0
40.67,0
40.68,0
40.69,0
40.7,0
40.71,0
40.72,0
40.73,0
40.74,0
40.75,0
40.76,0
40.77,0
40.78,0
40.79,0
40.8,0
40.81,0
40.82,0
40.83,0
40.84,0
40.85,0
40.86,0
40.87,0
40.88,0
40.89,0
40.9,0
40.91,0
